comment_channel,createtime,ext1,ext2,ext3,ext4,ext5,id,img,keywords,level,media_name,media_type,old_level,title,url
sh,1528765973,,sh:comos-hcufqih4369874:0,,sh:comos-hcufqih4369874:0,"原标题：乌市反诈中心发布高考后三类诈骗预警，“提前查分”链接别点
高考结束后，伴随而来的是填报志愿、录取等工作的陆续推进。此时，一些不法分子也蠢蠢欲动。新疆维吾尔自治区乌鲁木齐市电信网络反诈骗中心近日梳理出近年来针对考生和家长的常见的诈骗手法向社会发出预警：支付关口，一定…",1-1-35817724,,"乌市,考生,诈骗",0,澎湃新闻,,2,高考后诈骗预警：“提前查分”链接考生别点,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih4369874.shtml
sh,1528765371,,sh:comos-hcufqih4303048:0,,sh:comos-hcufqih4303048:0,"原标题：暖闻|男孩跌入岷江溺水5分钟，社区副主任8分钟生死营救
“脚下一滑，身不着底，我心里想：遭了，死定了！”6月10日中午，岷江宜宾县蕨溪镇李子湾江滩，12岁的六年级学生小轲（化名）和同伴在江边玩水时，一脚踩空落入深水区，从江面消失。",1-1-35817856,,"急救,岷江,刘家春",0,澎湃新闻,,2,男孩跌入江溺水5分钟 男子8分钟教科书式营救(图),http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih4303048.shtml
sh,1528765154,,sh:comos-hcufqih4277456:0,,sh:comos-hcufqih4277456:0,"原标题：上海嘉定一女生因纠纷被打，5女1男已被抓获3人为在校生
2018年6月9日晚，上海嘉定一女生小王在家长陪同下至嘉城派出所报案，称其于6月8日17时30分许在博乐路东大街附近被人打了。",1-1-35817487,,"嘉定,在校生,纠纷",0,澎湃新闻,,3,上海嘉定一女生遭5女1男殴打 3人为在校生,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih4277456.shtml
,1528764356,,sh:comos-hcufqih4198298:0,,sh:comos-hcufqih4198298:0,"原标题：深圳女白领公布私密聊天记录：婚恋网注册后被一步步骗19万
这是深圳警方5月18日受理的真实案例。",1-1-35817436,,"女白领,婚恋网,注册",0,澎湃新闻,,2,女白领私密聊天记录：婚恋网注册后8天被骗19万,http://news.sina.com.cn/o/2018-06-12/doc-ihcufqih4198298.shtml
,1528764335,,sh:comos-hcufqih4196739:0,,sh:comos-hcufqih4196739:0,"从6月11日开始
你去白水带爬山的时候",1-1-35817492,,"公厕,淋浴室,热水",0,澎湃新闻,,2,广东江门“厕所革命”最新成果：设淋浴室 有热水,http://news.sina.com.cn/o/2018-06-12/doc-ihcufqih4196739.shtml
sh,1528763769,,sh:comos-hcufqih4144633:0,,sh:comos-hcufqih4144633:0,"原标题：男生高考结束后放纵自我 疯玩3天3夜昏倒送医
武汉晚报讯 一男生高考结束后疯玩3天3夜，终于昏倒送医。高考结束，考生中往往出现“井喷式”放纵行为，令许多家长焦虑不安：担心孩子伤害身体、沉迷网吧、染上“恶习”……武汉市某医院心理科主任赵医生提醒，高考过后调整孩子放纵心理，家…",1-1-35817420,,"送医,考生,高考",0,环球网,,2,男生高考结束后放纵自我 疯玩3天3夜昏倒送医,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih4144633.shtml
sh,1528763658,,sh:comos-hcufqih4135608:0,,sh:comos-hcufqih4135608:0,"原标题：记者卧底揭黑幕 大额度“信用消费卡”其实是“购物卡”
近段时间，不少市民都接到了这样一通奇怪的电话，声称：不看征信，不看有无银行不良记录，只需缴纳几千元，就可以获得一张可透支、可贷款，还可零首付购车、购物的“信用消费卡”。面对这样天花乱坠的介绍，难免会有人心动。然而…",1-1-35817403,,"骗局,消费卡,购物卡",0,湖北日报网,,2,男子花1.5万办额度50万信用消费卡 发现系购物卡,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih4135608.shtml
sh,1528762972,,sh:comos-hcufqih4082397:0,,sh:comos-hcufqih4082397:0,"原标题：浙大三位一体招生报录比为6∶1，面试六成题要求用英语回答
11日，浙大三位一体招生举行面试。约4000名考生在前天晚上参加完笔试后，分别在浙大紫金港校区、玉泉校区、西溪校区参加了分专业的面试。",1-1-35817378,,"三位一体,面试,考生",0,澎湃新闻,,2,浙大三位一体招生改规则 看重处理人际关系能力,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih4082397.shtml
,1528761855,,sh:comos-hcufqih4003066:0,,sh:comos-hcufqih4003066:0,"原标题：网上冒出辱骂记者的帖子 城管副大队长竟喊同事们“顶起”
网帖截图",1-1-35817293,,"钟楼,城管,大队长",1,扬子晚报,,1,网上冒出辱骂记者帖子 城管队长喊同事“顶起”,http://news.sina.com.cn/o/2018-06-12/doc-ihcufqih4003066.shtml
,1528761854,,sh:comos-hcufqih4002984:0,,sh:comos-hcufqih4002984:0,"原标题：我国火箭推进剂创始人之一 90岁又捐出300万元！
6月8日上午，李俊贤院士所在的洛阳黎明化工研究设计院有限责任公司为此举行了一个简短的仪式。今年初，90岁的李俊贤和夫人丁大云，以两位老共产党员的名义向黎明院党委写信，提出捐赠500万元，支持黎明院博士科研创新、帮扶单位离退休困…",1-1-35817204,,"黎明,推进剂,李俊贤",0,扬子晚报,,2,我国火箭推进剂创始人之一 90岁又捐出300万元,http://news.sina.com.cn/o/2018-06-12/doc-ihcufqih4002984.shtml
sh,1528761787,,sh:comos-hcufqih3997929:0,,sh:comos-hcufqih3997929:0,"原标题：男子网上找真爱约到“饭托女” 提分手遭呼死你轰炸
6月9日，九龙坡区九龙园派出所接到市民许先生报警，称其因感情纠纷，一天要接到上百个骚扰电话。他不堪其扰，不得不报警求助。为什么报警人会接到如此多的骚扰电话呢？经过民警的仔细询问，原来事情的经过是这样的。",1-1-35817576,,"女友,真爱,报料",0,重庆晨报,,2,男子网上找真爱约到“饭托女” 提分手遭电话轰炸,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3997929.shtml
sh,1528761568,,sh:comos-hcufqih3982614:0,,sh:comos-hcufqih3982614:0,"原标题：当心！高考落幕不法分子“上线” 考生家长谨防三类诈骗
一年一度的高考已落下帷幕，对于考生和家长来说，接下来最重要的事就是填报志愿了。教育考试院提醒，招生录取期间，是高考诈骗的高发期，一些不法分子会陆续“上线”，考生和家长要提高防范意识，注意识别骗子的诈骗伎俩。",1-1-35817311,,"木马,考生,诈骗",0,央视新闻,,2,高考落幕不法分子“上线” 考生家长谨防三类诈骗,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3982614.shtml
,1528761322,,sh:comos-hcufqih3968278:0,,sh:comos-hcufqih3968278:0,"原标题：英媒：研究称孤独症可能与食物过敏有关
参考消息网6月11日报道 英媒称，根据新的研究，孤独症可能是由食物过敏引发的。",1-1-35817336,,"孤独症,鲍伟,免疫",0,参考消息,,2,英媒：研究称孤独症可能与食物过敏有关,http://news.sina.com.cn/o/2018-06-12/doc-ihcufqih3968278.shtml
,1528761141,,sh:comos-hcufqih3958607:0,,sh:comos-hcufqih3958607:0,"原标题：81.7%受访者称遇到过“山寨店”
如今，有很多品牌店因为其商品或服务品质好、有特色，得到消费者的广泛认可，迅速走红。不过，模仿品牌店的“山寨店”也随之而来，扰乱市场秩序。“山寨店”的招牌、包装等与品牌店很相似或完全相同，让人难辨真假，导致消费者花了同样的价钱却没享受到…",1-1-35817984,,"受访者,山寨,维权,消费者,品牌店",0,中国青年报,,2,山寨店为何屡禁不止 七成受访者认为是处罚力度小,http://news.sina.com.cn/o/2018-06-12/doc-ihcufqih3958607.shtml
,1528761141,,sh:comos-hcufqih3958596:0,,sh:comos-hcufqih3958596:0,"原标题：民营医院可以营利 治病救人是底线
文/王石川",1-1-35817165,,"民营医院,营利,底线",0,中国青年报,,2,中青报评民营医院乱象：可以营利 治病救人是底线,http://news.sina.com.cn/o/2018-06-12/doc-ihcufqih3958596.shtml
,1528761141,,sh:comos-hcufqih3958531:0,,sh:comos-hcufqih3958531:0,"原标题：70.6%受访者觉得婚礼仪式必不可少
对于很多人来说，婚礼是结婚时必不可少的仪式。现在，办宴席、穿婚纱、念誓词等举办婚礼的传统方式越来越难以满足人们的需要，一些年轻人开始追求更新鲜、更浪漫的婚礼仪式。",1-1-35817163,,"受访者,婚礼,仪式",0,中国青年报,,2,婚礼仪式还有必要吗？七成受访者觉得必不可少,http://news.sina.com.cn/o/2018-06-12/doc-ihcufqih3958531.shtml
,1528761141,,sh:comos-hcufqih3958559:0,,sh:comos-hcufqih3958559:0,"原标题：班主任被家长带人暴打 谁还敢管学生
文/胡欣红",1-1-35817115,,"暴打,教师,班主任,学生,教育",0,中国青年报,,2,中青报评副局长参与暴打班主任:应建教育惩处机制,http://news.sina.com.cn/o/2018-06-12/doc-ihcufqih3958559.shtml
sh,1528761093,,sh:comos-hcufqih3956311:0,,sh:comos-hcufqih3956311:0,"原标题：国家重拳整治课外培训，家长纠结：大家都在补，我能不补嘛
近期，国家重拳整治疯狂课外培训。然而，家长们对此的心态却很“纠结”：一些家长对一小时几百甚至上千的课外补课花销头疼不已，一些家长却对培训减负“高兴不起来”，还有家长一边喊累一边加紧报班，花钱少了反而不踏实……",1-1-35817181,,"文凭,课外培训,减负",0,澎湃新闻,,2,国家重拳整治课外培训 家长一边喊累一边加紧报班,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3956311.shtml
gn,1528760841,,sh:comos-hcufqih3942257:0,,sh:comos-hcufqih3942257:0,"原标题：网上胁迫少女拍裸照不算猥亵？ 检方抗诉获改判
正义网讯（记者周晶晶 通讯员付静宜）利用网络聊天工具而非直接接触的方式实施淫秽行为，是否构成猥亵犯罪？如果构成，是既遂还是未遂？日前，湖北省武汉市检察机关办理的一起新型猥亵儿童案因其典型意义和办案成效入选“湖北省未检十大精…",1-1-35818841,,"裸照,猥亵儿童,抗诉,检察院",0,正义网,,2,网上胁迫少女拍裸照不算猥亵? 检方抗诉获改判,http://news.sina.com.cn/c/2018-06-12/doc-ihcufqih3942257.shtml
sh,1528760734,,sh:comos-hcufqih3936521:0,,sh:comos-hcufqih3936521:0,"来源：央视新闻客户端
国家药监局日前批准四价流感病毒裂解疫苗在我国上市。国家药监局表示，四价流感病毒裂解疫苗的上市，是对我国流感病毒疫苗品种的有力补充，它将与三价流感疫苗一起共同对我国防控季节性流感疫情发挥重要作用。",1-1-35817160,,"流感,流感病毒,裂解",0,央视新闻,,3,国家药监局：四价流感病毒裂解疫苗获批上市,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3936521.shtml
sh,1528760725,,sh:comos-hcufqih3935737:0,,sh:comos-hcufqih3935737:0,"原标题：“想在圈子内炫耀网络技术”
20岁的江苏淮安小伙王力（化名）1年前还是一名“黑客”：因非法侵入计算机网络系统，涉嫌非法侵犯公民个人信息罪被公安机关移送至江苏省淮安市淮阴区人民检察院审查起诉。",1-1-35817049,,"白帽子,公民信息,黑客",0,中国青年报,,2,未成年黑客为炫技 在群里公开入侵所得公民信息,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3935737.shtml
sh,1528760272,,sh:comos-hcufqih3911178:0,,sh:comos-hcufqih3911178:0,"原标题：一人违法，羞辱全家？“株连三代”的告知书是一份低分法治答卷
在一则落款为“罗山县打击盗窃民航旅客财物专项行动办公室”的告知书中，声称如果犯罪嫌疑人逾期不归，将在电视台曝光其父母、兄弟姐妹及子女，将前述亲属拉入诚信系统并限制出行，甚至将会在其家门口、村口悬挂“飞天大盗…",1-1-35817095,,"告知书,法治,答卷",0,中国青年报,,2,中青报评株连三代告知书:裹挟着强烈的人格羞辱性,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3911178.shtml
sh,1528759072,,sh:comos-hcufqih3845020:0,,sh:comos-hcufqih3845020:0,"原标题：高压之下校外培训似未“降温”，家长竞争焦虑缘何持续放大
每到周末，位于成都武侯区长寿路的学而思培优成都分校桐梓林教学点，就变成了“菜市场”，前来咨询、签约、旁听的家长络绎不绝。",1-1-35816998,,"经济参考报,培训机构,家长",0,澎湃新闻,,2,高压下校外培训未降温 家长竞争焦虑缘何持续放大,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3845020.shtml
sh,1528756509,,sh:comos-hcufqih3738101:0,,sh:comos-hcufqih3738101:0,"来源：央视新闻客户端
国家发展改革委、生态环境部等部门昨天（11日）在北京联合举行了“2018年全国节能宣传周全国低碳日启动仪式”，有关负责人表示，今后将深入开展全民节能行动，大力推动重点领域节能。",1-1-35816860,,"发改委,节能,宁吉喆",0,央视新闻,,3,2018全国节能宣传周启动 发改委：深入开展全民节能行动,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3738101.shtml
sh,1528755770,,sh:comos-hcufqih3711969:0,,sh:comos-hcufqih3711969:0,"原标题：阜阳女子就诊一个月后发现子宫遭全切，涉事医院赔偿14余万
中安在线6月12日报道，据安徽商报消息，阜阳一女子患盆腔囊肿到一家医院接受治疗，手术中竟被医生擅自切除子宫，直到术后一个月才知情。 6月11日，记者从安徽省阜南县人民法院获悉，近日，该院开庭审理了此案，判决案涉医院赔…",1-1-35817025,,"李女士,子宫,医院",0,澎湃新闻,,2,女子就诊一个月后发现子宫遭全切 医院赔偿14余万,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3711969.shtml
sh,1528754911,,sh:comos-hcufqih3677850:0,,sh:comos-hcufqih3677850:0,"原标题：暖心！小学生得脑瘫行走困难 八同学背他照顾他数年
“他上下楼不方便，我们就背他上下楼；他去厕所不方便，我们就背他去上厕所；他打饭不方便，我们就把饭菜端到教室里给他……”6月11日下午，内江市威远县新场镇川心店小学五年级一班学生黄林远面对成都商报记者的采访如是说。",1-1-35817437,,"李林春,同学,新场镇",0,环球网,,2,小学生得脑瘫行走困难 8名同学背他数年(图),http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3677850.shtml
sh,1528751258,,sh:comos-hcufqih3566156:0,,sh:comos-hcufqih3566156:0,"本报讯意外总是来得让人措手不及——昨天傍晚6点不到，钱江晚报96068热线接到读者蔡先生爆料称，杭州城西庄墩路附近出现路面塌方，面积似乎很大。
钱报记者第一时间赶赴现场，事发地点位于联鸿街与庄墩路交叉口附近。这里位于金地自在城北面，周边大多数是在建的新楼盘，事发路口附近就是“绿…",1-1-35816664,,"联鸿,云和湖,路面塌陷",0,钱江晚报,,3,三墩200余平方米路面塌陷，幸无人员伤亡,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3566156.shtml
sh,1528751251,,sh:comos-hcufqih3565956:0,华数TV全城邀约 畅享球迷盛宴,sh:comos-hcufqih3565956:0,四年的漫长等待即将结束，6月14日，2018年俄罗斯世界杯的大幕拉开，诸神之战一触即发。世界杯高清直播就看华数，更有全民竞猜、边看边买狂欢一夏，让世界杯沸腾起来。6月14日~7月15日，华数TV在全城邀约，请全杭城人免费看大屏世界杯，畅享球迷盛宴。,1-1-35816666,,"世界杯,华数,球迷",0,钱江晚报,,3,华数TV全城邀约 畅享球迷盛宴,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3565956.shtml
sh,1528751251,,sh:comos-hcufqih3565975:0,,sh:comos-hcufqih3565975:0,"6月9日，738名高考后的学子在衢州二中举行了毕业典礼。除了拿到高中毕业证之外，每个毕业生还拿到了一份特殊的毕业礼物——一本名为《梦想开始的地方》的书。
这是一本记录老师家长学生语录的书：2017年7月，这群孩子正式步入高三。16个高三班主任一合计，决定让老师、家长、学生每天写一句语录…",1-1-35816663,,"梦想开始的地方,语录,衢州",0,钱江晚报,,3,“愿孩子带上梦想朝着阳光奔跑”衢州二中这份毕业礼物真暖心,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3565975.shtml
sh,1528751251,,sh:comos-hcufqih3565980:0,,sh:comos-hcufqih3565980:0,杭州最美沿江景观大道——闻涛路边，今年又会新添一处休闲好去处：浙江之江水泥厂工业遗址公园。老水泥厂保留下来的“圆筒”，会成为一处有着绿色屋顶的景观廊。最关键的是，它是一座新型“海绵公园”。在这个公园里，即使下雨也几乎踩不到积水，甚至闻涛路上的积水，也可以汇聚到这里被吸掉。,1-1-35816640,,"城市建设,海绵,绿地",0,钱江晚报,,3,可吸水可放水可循环杭州要建100个海绵项目,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3565980.shtml
sh,1528751251,,sh:comos-hcufqih3565968:0,,sh:comos-hcufqih3565968:0,"粉色的帽子、粉色的T恤、粉色的短裤、粉色的框架眼镜、粉色的串珠手链，甚至连下雨天打的雨伞都是粉色的……一年365天都是粉粉的他，就是浙江传媒学院的日语老师、今年55岁的日本大叔竹内尉晴。
从竹内的网络社交平台上看，他的生活有点让人羡慕：家里有一只名叫“滑雪”的猫相伴，还经常去动物…",1-1-35816638,,"杭州动物园,竹内,熊猫",0,钱江晚报,,3,这个日本外教有点萌想给全中国的熊猫拍照,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3565968.shtml
sh,1528751250,,sh:comos-hcufqih3565947:0,,sh:comos-hcufqih3565947:0,"本报讯？台州市三门县公安近日破获一起诈骗案，骗子利用的正是受害人“废土变金砖”的心理。
6月3日，一对50多岁的男女驾驶一辆电动三轮车在浦坝港镇泗淋村吆喝“一两铜加工一只手镯”，加工费根据手镯大小收15元至20元不等。村里老人奔走相告，从家里找来废铜，拿去加工成锃亮的手镯。",1-1-35816662,,"铜手镯,手镯,废铜",0,钱江晚报,,3,废铜进去，铜手镯出来？众多村民上当受骗,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3565947.shtml
sh,1528751250,,sh:comos-hcufqih3565934:0,,sh:comos-hcufqih3565934:0,"乘坐高铁将要到站的时候，广播里都会提醒旅客“下车时注意列车和站台的间隙”，尤其是体型瘦小的幼儿，家长更应该看护好，当心脚下安全。
昨天上午9点不到，钱江晚报的工作人员朱晓丹发了一条朋友圈：刚刚坐高铁，亲眼目睹一个五六岁的男孩下车时从间隙里掉下去。还好最终没事，万幸万幸！",1-1-35816637,,"间隙,站台,朱晓丹",0,钱江晚报,,3,高铁门一打开小男孩一脚踩空掉入站台间隙,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3565934.shtml
sh,1528751250,,sh:comos-hcufqih3565915:0,,sh:comos-hcufqih3565915:0,"端午节包粽子是传统习俗。在端午节即将到来之际，杭铣社区老年照料中心组织了“情暖端午”包粽子活动，吸引了不少老年居民参加。
要说包粽子，阿姨们个个都是高手。她们先将粽叶卷成漏斗形，装进白白的糯米再加入香甜的蜜枣红豆，最后用细绳密密缠住。这些动作一气呵成，一只结实的粽子马上就成…",1-1-35816631,,"社区,包粽子,阿姨",0,钱江晚报,,3,杭铣社区大家一起包粽子，特别有趣温馨,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3565915.shtml
sh,1528751249,,sh:comos-hcufqih3565896:0,,sh:comos-hcufqih3565896:0,"见习记者？谢春晖
最近，杭城温度升高的同时，湿度也随着梅雨季的临近而加重，这样的天气特别适合细菌繁殖，不少儿童流行病也随着细菌的滋生进入高发期。近日，记者从浙江省中医院下沙院区儿科门诊了解到，进入6月以来，手足口病和疱疹性咽峡炎进入了高发期，尤其是疱疹性咽峡炎，患病人数呈不…",1-1-35816665,,"疱疹性,咽峡炎,手足口病",0,钱江晚报,,3,手足口病的“姊妹病”，6月进入高发期,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3565896.shtml
sh,1528751249,,sh:comos-hcufqih3565860:0,,sh:comos-hcufqih3565860:0,"随着天气越来越炎热，空气越来越干燥，消防安全事故时有发生。近日，元成社区邀请杭州市社区科普讲师、国家注册安全工程师陈国钧，带来消防安全科普知识培训讲座。
陈国钧为大家讲述了火灾发生的原因，报警的注意事项，灭火的步骤（包括根据火灾发生的时间做出相应的行动、灭火的措施、方法等）…",1-1-35816660,,"元成,消防,讲座",0,钱江晚报,,3,元成社区关于消防安全，来听一听科普讲座,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3565860.shtml
sh,1528751249,,sh:comos-hcufqih3565876:0,,sh:comos-hcufqih3565876:0,"近日，下沙社区开展了“安全生产月”消防培训进社区活动。社区微型消防站、辖区物业人员等参加了此次培训。
消防中队指导员利用浅显易懂的方式，向在场人员详细讲解了日常消防安全防火常识、发生火灾如何正确报警、发生火灾如何逃生自救、怎样识别灭火器是否完好有效、灭火器的操作方法以及初期…",1-1-35816657,,"下沙社区,火灾,培训",0,钱江晚报,,3,下沙社区 这场消防知识培训很及时,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3565876.shtml
sh,1528751249,,sh:comos-hcufqih3565910:0,,sh:comos-hcufqih3565910:0,"“不许动，你已经被控制了！”晚9点，G50沪渝（申苏浙皖）高速二界岭省际卡点，一辆黑色现代车撞上了一辆大车。
这辆大车是民警提前布置拦截用的车辆，开现代的龚某立即被控制住。以上的场景不是电影，而是湖州吴兴警方缉毒时的真实工作状态。",1-1-35816645,,"买房,湖州,冰毒",0,钱江晚报,,3,从拿货到出货半年内就能买房什么生意这么赚钱,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3565910.shtml
sh,1528751249,,sh:comos-hcufqih3565850:0,,sh:comos-hcufqih3565850:0,"本报讯？在杭州买新能源车，多数热门车型都不需要摇号，直接可以申领指标，也就是说上牌不受限。
昨天杭州市小客车调控办表示，从6月12日起，新能源车申领指标将有变化。具体地说，就是哪些新能源车能直接申领指标，这个范围根据最新的规定做了调整，须是列入工信部2018年第5批及以后的《新能源…",1-1-35816643,,"新能源,比亚迪,新能源车",0,钱江晚报,,3,可直接申领牌照的新能源车范围有变,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3565850.shtml
sh,1528751249,,sh:comos-hcufqih3565868:0,,sh:comos-hcufqih3565868:0,"穿着作训服，外穿反光背心，肩带闪光肩灯，迈着整齐的步伐……每天晚上，在高沙社区热闹的地方，一支社区巡逻队在社区的组织下，与辖区内的专职治安巡防队一起参加“全民巡逻”专项行动。
近日，高沙社区抽调各部门骨干人员组成义务巡逻队，开展不间断、不定时的巡逻，在人员密集的学林街专门设…",1-1-35816641,,"巡逻队,社区,安全感",0,钱江晚报,,3,高沙社区有了义务巡逻队，居民都说很有安全感,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3565868.shtml
sh,1528751249,,sh:comos-hcufqih3565856:0,,sh:comos-hcufqih3565856:0,本报讯“我儿子被网友骗了几百万元，现在外面欠了好多钱，你们一定要帮我追回这笔钱啊！”近日，一位朴实的老爸拉着一个小伙子来到杭州西湖公安双浦派出所报警求助：儿子小金（化名）在网上投资被骗，共计数额400多万元，现在外面已负债近350多万元。,1-1-35816632,,"小金,讨债鬼,儿子",0,钱江晚报,,3,养甲鱼的爹，养了个讨债鬼儿子,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3565856.shtml
sh,1528751248,,sh:comos-hcufqih3565843:0,,sh:comos-hcufqih3565843:0,"本报讯？继古新河垂钓区之后，拱墅区第二个垂钓区——西塘河垂钓区本月对外开放了。西塘河垂钓区就设在拱墅区和睦街道华丰造纸厂后大门的西塘河段，一共设有10个钓位。
这10个钓位一字排开，每个钓位都划了黄色的线框。垂钓爱好者可以在自己的区域内静心垂钓，互不干扰。更贴心的是，每个钓位还…",1-1-35816629,,"垂钓区,西塘河,垂钓",0,钱江晚报,,3,钓友福音：市区又多一处垂钓区,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3565843.shtml
sh,1528751074,,sh:comos-hcufqih3560773:0,,sh:comos-hcufqih3560773:0,6月10日，重庆。一车展现场内马自达的2家经销商因临时工发生口角，演变成多人肢体斗殴。有人拿灭火器对人群喷射。组委会处理平息该事件，并对涉事销售商进行罚款。,1-1-35816635,,"灭火器,车展,经销商,群殴,斗殴",1,澎湃新闻,,1,重庆一车展上两经销商群殴 有人拿灭火器喷射人群,http://news.sina.com.cn/s/wh/2018-06-12/doc-ihcufqih3560773.shtml
sh,1528750873,,sh:comos-hcufqih3552153:0,,sh:comos-hcufqih3552153:0,"原标题：信息已更正 责任说不清？
华商报榆林讯（记者 杨虎元）榆林男子王天荣莫名成为一名“罪犯”，身份证信息显示被判10年刑，榆林市公安局榆阳分局经过调查后发现系录入错误（华商报6月5日B01版、6月6日A06版报道）。昨日下午，华商报记者从公安榆阳分局获悉，已将录入的错误信息更正。",1-1-35816603,,"榆阳,王天荣,分局,公安,赵少华",1,华商报,,1,男子莫名成“罪犯”为何9年不纠正?警方:他未反映,http://news.sina.com.cn/s/wh/2018-06-12/doc-ihcufqih3552153.shtml
gn,1528750530,,sh:comos-hcufqih3542931:0,,sh:comos-hcufqih3542931:0,"原标题：小心电商大促“套路”
广州日报讯（全媒体记者倪明）一年一度的“618”电商年中大促已经来临，漫天飞的促销红包、预售、定金、满减让消费者眼花缭乱，专家提醒，市民剁手囤货时要谨防落入“圈套”。",1-1-35816615,,"电商,商品,陷阱",0,大洋网-广州日报,,2,小心电商大促套路：预售商品不退换 先涨价后降价,http://news.sina.com.cn/c/2018-06-12/doc-ihcufqih3542931.shtml
sh,1528749337,,sh:comos-hcufqih3508307:0,梨园惊梦 恩宁路百年浮华,sh:comos-hcufqih3508307:0,"打横看
更有趣",1-1-35816530,,"华光,粤剧,李小龙",0,大洋网-广州日报,,3,梨园惊梦 恩宁路百年浮华,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3508307.shtml
sh,1528749332,,sh:comos-hcufqih3508188:0,,sh:comos-hcufqih3508188:0,刚刚过去的5月想必大家依旧记忆犹新，“高温”“暴晒”成为这个5月的关键词。2018年6月1日，本报报道了《这个5月百年最热？》（详见广州日报6月1日3版），详细解释了为何今年的5月气温屡创新高。如今，进入六七月份，广州的炎炎夏日正式到来，高温天气或将持续数月。若在室外或没有空调的情况下，各…,1-1-35816536,,"冬瓜,空调,宿舍",0,大洋网-广州日报,,3,学生哥消暑奇招：宿舍走廊“露营”,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3508188.shtml
sh,1528749332,,sh:comos-hcufqih3508194:0,启事,sh:comos-hcufqih3508194:0,,1-1-35816496,,启事,0,大洋网-广州日报,,3,启事,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3508194.shtml
sh,1528749329,,sh:comos-hcufqih3508088:0,棠下新墟村民明年回迁新房,sh:comos-hcufqih3508088:0,广州日报讯？（全媒体记者秦松）5年前，这里还是一片厂房和一片空地；现在，这里建起了12栋29~33层的居民楼。昨日，金融城起步区棠下新墟村民住宅复建安置房封顶仪式在这里隆重举行，标志着本项目12栋回迁安置房全部顺利封顶，预计村民明年上半年可顺利回迁。,1-1-35816535,,"新墟,村民,安置房",0,大洋网-广州日报,,3,棠下新墟村民明年回迁新房,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3508088.shtml
sh,1528749329,,sh:comos-hcufqih3508113:0,德国名医种牙 一天4台排长队,sh:comos-hcufqih3508113:0,“当第一颗牙脱落，口腔生态平衡被打破，牙缝变大、食物滞塞、口腔细菌大增，引起牙周病，又会有其他牙齿逐渐松动、脱落，因此缺牙要及时修复。”在手术室内，春芽行动德国UteMargraf博士在给刘伯伯全神贯注地重建牙齿咬合。,1-1-35816493,,"春芽,名医,缺牙",0,大洋网-广州日报,,3,德国名医种牙 一天4台排长队,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3508113.shtml
sh,1528749328,,sh:comos-hcufqih3508042:0,与另一人共生 更懂生命可贵,sh:comos-hcufqih3508042:0,"在这个幸运的世界上
最罕见的是生命与生命的相遇",1-1-35816538,,"器官捐献,生命,肾移植",0,大洋网-广州日报,,3,与另一人共生 更懂生命可贵,http://news.sina.com.cn/s/2018-06-12/doc-ihcufqih3508042.shtml
